[4/15/23 09:18AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 08:58AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/16/23 10:10AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/16/23 12:30PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/17/23 08:40AM] Player received drop: x1 Trinity prayer scroll, id: 23166, amount: 1, from: Final Boss Veigar	
[4/17/23 08:42AM] Player received drop: x1 Varth Body, id: 22146, amount: 1, from: Varthramoth	
[4/17/23 09:47AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/17/23 12:02PM] Player received drop: x1 Virtuos Wand, id: 14305, amount: 1, from: Virtuoso	
[4/17/23 12:46PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 12:48PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 01:01PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 01:01PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 01:02PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 01:03PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 01:03PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 01:15PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 01:25PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 01:29PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 01:38PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 01:38PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 01:39PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 01:42PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 01:42PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 01:47PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 01:48PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 02:01PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 02:06PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:11PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 02:16PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 02:23PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:23PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 02:29PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:29PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 02:36PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:44PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:45PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:50PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 02:59PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 03:02PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 03:42PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 03:57PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 03:58PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 04:04PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 04:07PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:13PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:13PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:14PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:15PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:17PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:20PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 04:24PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:37PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:37PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 04:39PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:39PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 04:45PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:47PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 04:49PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 04:49PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:56PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 05:00PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 05:08PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 05:13PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 05:14PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 05:18PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 05:21PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 05:21PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 05:27PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 05:37PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 05:49PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:11PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 06:13PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 06:14PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:15PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:15PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:18PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 06:22PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:28PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 07:21PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
