[4/18/23 07:19AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 09:19AM] Player received drop: x1 Saiyan God Gloves, id: 22129, amount: 1, from: Golden Great Ape	
[4/19/23 10:29AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 10:32AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 10:34AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/21/23 12:52AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/21/23 01:18AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 01:22AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 01:31AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 01:55AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/21/23 02:02AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 02:14AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/21/23 03:12AM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/21/23 03:41AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/21/23 04:23AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 06:30AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 06:50AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 07:29AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 07:39AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 09:08AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 12:00PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 12:04PM] Player received drop: x1 Trinity prayer scroll, id: 23166, amount: 1, from: Final Boss Veigar	
[4/21/23 12:22PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/21/23 12:24PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 12:27PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 12:40PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/21/23 12:45PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/21/23 12:45PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/21/23 12:47PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 12:51PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/21/23 12:51PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/21/23 12:54PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/21/23 12:59PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/21/23 01:07PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/21/23 01:08PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/21/23 01:09PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/21/23 11:27PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/21/23 11:30PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/21/23 11:38PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/21/23 11:44PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/21/23 11:47PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/22/23 12:09AM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/22/23 12:21AM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/22/23 12:43AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/22/23 12:44AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/22/23 01:12AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/22/23 01:18AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/22/23 01:54AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/22/23 02:03AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/22/23 02:10AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/22/23 02:41AM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/22/23 02:52AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 03:02AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:05AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:25AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:28AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:35AM] Player received drop: x1 Demon Bow, id: 22134, amount: 1, from: Nine Tails	
[4/22/23 04:13AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 04:20AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 05:11AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 05:24AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 05:25AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 05:45AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 05:45AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 05:48AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 05:56AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 06:05AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:16AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 06:23AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 06:35AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 06:42AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 06:59AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 07:02AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 07:12AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 07:13AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 07:42AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 07:55AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
