[4/17/23 08:16AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/17/23 08:16AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/17/23 11:39AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 11:40AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 12:33PM] Player received drop: x1 Owner cape goodiebag, id: 3578, amount: 1, from: Nine Tails	
[4/17/23 12:38PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 01:53PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 02:05PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/18/23 06:33AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/18/23 06:35AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/18/23 06:39AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/18/23 07:21AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/18/23 11:59AM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
