[4/16/23 08:16AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/16/23 08:32AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/16/23 09:01AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 09:29AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 10:49AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/16/23 11:21AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/16/23 05:17PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/16/23 05:31PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/16/23 05:52PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/16/23 05:59PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/18/23 03:38PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/18/23 07:31PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/18/23 07:58PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/18/23 08:02PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/18/23 08:15PM] Player received drop: x1 Trinity prayer scroll, id: 23166, amount: 1, from: Final Boss Veigar	
[4/18/23 08:22PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/18/23 09:26PM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/18/23 09:31PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/19/23 07:40AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/19/23 07:55AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/19/23 06:16PM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/19/23 07:36PM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/20/23 02:42PM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/20/23 04:40PM] Player received drop: x1 Nite Hammer Off-Hand, id: 17700, amount: 1, from: Dragonite	
[4/21/23 03:27PM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/22/23 06:43AM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/22/23 09:51AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/22/23 01:16PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/22/23 01:25PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/22/23 01:52PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/22/23 02:06PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 02:23PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 03:26PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 07:46PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 09:02PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 09:10PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 10:40PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 11:06PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 11:38PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 07:46AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 10:06AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 11:13AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 01:45PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 03:29PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 03:43PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
