[4/18/23 01:07PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/18/23 01:09PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/18/23 01:15PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/18/23 01:15PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/18/23 01:15PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/18/23 01:15PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/18/23 01:19PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 01:23PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/18/23 01:27PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/18/23 01:29PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/18/23 01:29PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/18/23 01:30PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 01:31PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 01:31PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 01:32PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 01:32PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 01:35PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/18/23 01:38PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/18/23 01:38PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/18/23 01:40PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/18/23 01:48PM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/18/23 01:49PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/18/23 01:52PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/18/23 01:56PM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/18/23 03:23PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/18/23 03:30PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/18/23 04:50PM] Player received drop: x1 Malvek Body, id: 19159, amount: 1, from: Malvek	
[4/18/23 05:14PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/18/23 05:15PM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/18/23 05:19PM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/18/23 05:40PM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/18/23 07:01PM] Player received drop: x2 1% DR & Double Drop Ticket, id: 21816, amount: 2, from: Vote Boss	
[4/18/23 07:14PM] Player received drop: x1 Demonlord Sword, id: 14188, amount: 1, from: Ag'Thomoth	
[4/18/23 07:15PM] Player received drop: x1 Adamant platebody (h3), id: 19488, amount: 1, from: Ag'Thomoth	
[4/18/23 07:17PM] Player received drop: x1 Lili Staff, id: 22143, amount: 1, from: Lilinryss	
[4/18/23 07:28PM] Player received drop: x1 Lili Legs, id: 22138, amount: 1, from: Lilinryss	
[4/18/23 07:36PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/19/23 07:02PM] Player received drop: x1 Varth Teddy, id: 22151, amount: 1, from: Varthramoth	
[4/19/23 07:04PM] Player received drop: x1 Varth Helm, id: 22145, amount: 1, from: Varthramoth	
[4/20/23 03:31AM] Player received drop: x1 Virtuos Wand, id: 14305, amount: 1, from: Virtuoso	
[4/21/23 11:06AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/21/23 11:06AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 11:06AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/21/23 11:09AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 11:10AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 12:49PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
