[4/20/23 03:50AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/20/23 03:52AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/20/23 04:12AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/20/23 04:17AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/20/23 04:21AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/20/23 04:22AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/20/23 04:31AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/20/23 04:35AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 04:44AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/20/23 04:49AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/20/23 05:31AM] Player received drop: x1 Obsidian Crossbow Off-Hand, id: 23067, amount: 1, from: Asmodeus	
[4/20/23 06:44AM] Player received drop: x1 Demonlord Body, id: 14178, amount: 1, from: Ag'Thomoth	
[4/20/23 07:00AM] Player received drop: x1 Rune platebody (h3), id: 19489, amount: 1, from: Lilinryss	
[4/20/23 07:14AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/20/23 05:55PM] Player received drop: x1 Varth Helm, id: 22145, amount: 1, from: Varthramoth	
[4/20/23 11:53PM] Player received drop: x1 Varth Helm, id: 22145, amount: 1, from: Varthramoth	
[4/22/23 02:30AM] Player received drop: x1 Agumon Boots, id: 22158, amount: 1, from: Agumon	
[4/22/23 02:50AM] Player received drop: x1 White Legs, id: 22164, amount: 1, from: White Beard	
