[4/15/23 11:29PM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/16/23 01:42AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/16/23 02:00AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/16/23 02:00AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/16/23 02:02AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/16/23 02:10AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/16/23 02:19AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/16/23 02:35AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 02:38AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/16/23 02:44AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/16/23 02:56AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/16/23 03:43AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/16/23 04:59AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/16/23 05:02AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/16/23 05:07AM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/16/23 05:11AM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/16/23 05:42AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/16/23 06:53AM] Player received drop: x1 Sovereignty prayer scroll, id: 23169, amount: 1, from: Final Boss Veigar	
[4/16/23 07:26AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/16/23 08:27AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/16/23 09:59AM] Player received drop: x1 Black platebody (h1), id: 19481, amount: 1, from: Sanctum Golem	
[4/16/23 10:19AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/17/23 09:33AM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/17/23 03:57PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/17/23 04:04PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/17/23 04:07PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/17/23 04:16PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 04:24PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 04:36PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 04:38PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 04:38PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 04:42PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 04:42PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/17/23 04:46PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 04:53PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 04:58PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 05:23PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 05:31PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 05:35PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
