[4/23/23 07:32AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/23/23 07:46AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/23/23 08:27AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/23/23 08:49AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/23/23 08:57AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/23/23 09:01AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/23/23 09:06AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/23/23 09:27AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/23/23 10:51AM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/23/23 11:24AM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/23/23 11:52AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/23/23 12:32PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/23/23 12:34PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/23/23 12:46PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 01:04PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/23/23 01:39PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/23/23 01:54PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/23/23 07:17PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/23/23 08:14PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/23/23 09:38PM] Player received drop: x1 Nite Wings, id: 17606, amount: 1, from: Dragonite	
[4/23/23 10:04PM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/23/23 10:26PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/23/23 11:14PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/23/23 11:14PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/24/23 09:12AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 09:22AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/24/23 11:17AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 11:20AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 11:54AM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
