[4/16/23 02:03PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/16/23 06:21PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 07:46PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/16/23 10:16PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/16/23 10:31PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/17/23 12:04AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/17/23 01:04AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/17/23 01:16AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/17/23 02:05AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/17/23 03:09AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/17/23 12:58PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 06:41PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 09:20PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/17/23 09:32PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/17/23 09:51PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/17/23 10:15PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/18/23 12:25AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/18/23 12:51AM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/18/23 02:39AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/18/23 03:21AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/18/23 05:57AM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/18/23 07:54AM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/18/23 08:59AM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/18/23 09:46AM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/18/23 02:41PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/18/23 03:17PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/18/23 04:11PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/18/23 06:00PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/18/23 06:54PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/18/23 09:12PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/18/23 09:22PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/19/23 12:07AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/19/23 12:56AM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/19/23 02:14AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/19/23 02:48AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/19/23 03:01AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/19/23 03:04AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
