[4/18/23 10:54AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/18/23 12:24PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/18/23 12:25PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/18/23 01:02PM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/18/23 01:14PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/18/23 01:16PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/18/23 01:34PM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/19/23 12:00AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/19/23 12:01AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/19/23 12:02AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 12:10AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/19/23 12:11AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 12:15AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 12:20AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/19/23 12:25AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
