[4/17/23 12:47AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/17/23 04:05AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/17/23 04:42AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 04:48AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/17/23 04:54AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/17/23 05:00AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/17/23 05:04AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/17/23 05:49AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 05:53AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 06:48AM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 11:26PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/18/23 02:50AM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/18/23 03:07AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/18/23 03:53AM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/18/23 03:55AM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/18/23 05:04AM] Player received drop: x1 Blood Enhancement, id: 1857, amount: 1, from: Zeidan Grimm	
[4/18/23 05:15AM] Player received drop: x1 Blood Body, id: 8814, amount: 1, from: Zeidan Grimm	
[4/18/23 05:18AM] Player received drop: x1 Blood Helm, id: 8813, amount: 1, from: Zeidan Grimm	
[4/18/23 05:22AM] Player received drop: x1 Blood Body, id: 8814, amount: 1, from: Zeidan Grimm	
[4/18/23 05:24AM] Player received drop: x1 Blood Gloves, id: 16194, amount: 1, from: Zeidan Grimm	
[4/18/23 07:10AM] Player received drop: x1 Varth Bow, id: 22148, amount: 1, from: Varthramoth	
[4/19/23 11:13AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 12:32AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 03:40AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 12:17AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 12:17AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
