[4/19/23 12:09PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 12:10PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/19/23 12:28PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 12:28PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 12:31PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 12:33PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 12:34PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 12:35PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 12:36PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/19/23 12:39PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/19/23 12:39PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 12:41PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/19/23 12:42PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/19/23 12:47PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/19/23 12:48PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/19/23 12:59PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/19/23 01:00PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/19/23 01:00PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/19/23 01:01PM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/19/23 01:36PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 01:52PM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/19/23 02:08PM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/19/23 02:24PM] Player received drop: x1 Obsidian Crossbow, id: 23066, amount: 1, from: Asmodeus	
[4/19/23 02:26PM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/20/23 03:30AM] Player received drop: x1 Tyrant Hammer, id: 17694, amount: 1, from: Tyrant Lord	
[4/20/23 11:36AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 07:16PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/20/23 07:32PM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/20/23 07:34PM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/20/23 07:44PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/20/23 07:53PM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/21/23 03:11AM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/21/23 12:13PM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 12:49PM] Player received drop: x1 Scylla Helm, id: 14369, amount: 1, from: Scylla	
[4/21/23 08:31PM] Player received drop: x1 Afreet Box, id: 14492, amount: 1, from: Janemba	
[4/21/23 09:07PM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/21/23 09:46PM] Player received drop: x1 Perfect Cell Teddy, id: 7544, amount: 1, from: Perfect Cell	
[4/22/23 07:09AM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/22/23 10:36AM] Player received drop: x1 Exode Gloves, id: 3905, amount: 1, from: Exoden	
