[4/20/23 10:05PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/20/23 10:08PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/20/23 10:11PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/20/23 10:15PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/21/23 04:46PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/21/23 07:39PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/23/23 12:54PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 07:10PM] Player received drop: x1 Ag'thomoth Pet, id: 19488, amount: 1, from: Ag'Thomoth	
[4/24/23 08:39PM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/24/23 09:59PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/24/23 10:00PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/24/23 10:07PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 11:21AM] Player received drop: x1 Tyrant Helm, id: 14190, amount: 1, from: Tyrant Lord	
