[4/16/23 09:43AM] Player received drop: x1 Sacred Slayer helmet, id: 23073, amount: 1, from: Final Boss Veigar	
[4/16/23 05:04PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/16/23 05:21PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/16/23 10:52PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/16/23 10:54PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/16/23 11:09PM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/16/23 11:34PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 12:08AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/17/23 12:29AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/17/23 10:06AM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/17/23 10:54AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 10:56AM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 11:11AM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 11:24AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/17/23 11:25AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/17/23 11:29AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/17/23 11:39AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 11:39AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 11:47AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 12:32PM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/17/23 01:27PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/17/23 01:43PM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/17/23 02:23PM] Player received drop: x1 Tyrant Aura, id: 12608, amount: 1, from: Tyrant Lord	
[4/17/23 02:35PM] Player received drop: x1 Lucifer body, id: 22101, amount: 1, from: Lucifer	
[4/17/23 02:43PM] Player received drop: x1 Flaming Katana, id: 17644, amount: 1, from: Lucifer	
[4/17/23 02:53PM] Player received drop: x1 Virtuos Body, id: 14204, amount: 1, from: Virtuoso	
[4/17/23 03:32PM] Player received drop: x1 Miner chestplate (iron), id: 20582, amount: 1, from: White Beard	
[4/17/23 04:45PM] Player received drop: x1 Agumon Bow, id: 22155, amount: 1, from: Agumon	
[4/17/23 05:29PM] Player received drop: x1 Evil Body, id: 14327, amount: 1, from: Calamity	
[4/17/23 05:39PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/17/23 05:45PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/18/23 06:53PM] Player received drop: x1 Perfect Cell Rifle, id: 7543, amount: 1, from: Perfect Cell	
[4/19/23 08:38PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 08:39PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 08:39PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/19/23 08:51PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/19/23 08:51PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
