[4/16/23 08:45AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 09:02AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/16/23 09:02AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/16/23 09:09AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 09:59AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 01:18PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/16/23 02:50PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/16/23 03:02PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 03:04PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 04:09PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/16/23 04:17PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/16/23 06:05PM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/17/23 06:04AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/17/23 04:28PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/18/23 08:32AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/18/23 12:46PM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/18/23 01:42PM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/19/23 08:11AM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/19/23 11:54AM] Player received drop: x1 Onyx Legs, id: 20095, amount: 1, from: Onyx Griffin	
[4/19/23 01:45PM] Player received drop: x1 Prosperous prayer scroll, id: 23170, amount: 1, from: Final Boss Veigar	
[4/19/23 03:35PM] Player received drop: x1 Demonlord Boots, id: 14180, amount: 1, from: Ag'Thomoth	
[4/20/23 08:40AM] Player received drop: x1 Lili Aura, id: 22142, amount: 1, from: Lilinryss	
[4/20/23 03:48PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 03:50PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 03:54PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 03:58PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 05:07PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 05:54PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 06:43PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 06:49PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 07:29PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 07:31PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 07:33PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 07:02AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 07:08AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:13AM] Player received drop: x1 Miner chestplate (steel), id: 20583, amount: 1, from: Panther	
[4/21/23 10:43AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:04AM] Player received drop: x1 Soldier Sword, id: 23079, amount: 1, from: Panther	
[4/21/23 11:31AM] Player received drop: x1 Soldier Legs, id: 23077, amount: 1, from: Panther	
[4/21/23 11:39AM] Player received drop: x1 Soldier Sword, id: 23079, amount: 1, from: Panther	
[4/21/23 01:00PM] Player received drop: x1 Soldier Lance, id: 5730, amount: 1, from: Panther	
