[4/16/23 10:02PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/17/23 04:33AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 06:59AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/17/23 09:41PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/18/23 06:30AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/18/23 06:36AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/18/23 04:09PM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/18/23 06:57PM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/19/23 07:20AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/21/23 05:25PM] Player received drop: x1 Malvek Body, id: 19159, amount: 1, from: Malvek	
[4/21/23 05:59PM] Player received drop: x1 Blood Body, id: 8814, amount: 1, from: Zeidan Grimm	
