[4/16/23 09:03AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 11:04AM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/17/23 02:01PM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/17/23 02:25PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/17/23 03:47PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 02:32AM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/18/23 02:40AM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/18/23 03:03AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/18/23 03:21AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/18/23 03:32AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/18/23 04:28AM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/18/23 05:58AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
