[4/16/23 03:46PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 04:18PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/16/23 05:12PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/17/23 08:50AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/17/23 08:50AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/17/23 01:32PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/17/23 01:45PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/18/23 09:25AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/18/23 09:29AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/18/23 09:36AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/18/23 09:55AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/18/23 10:01AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/18/23 10:34AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/19/23 10:26AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/19/23 12:26PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/19/23 12:29PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/19/23 03:49PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/19/23 03:55PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 04:07PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 04:22PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/19/23 05:11PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 04:45AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/20/23 04:46AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/20/23 05:48AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/20/23 07:08AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 07:17AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 09:16AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 09:33AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 09:44AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 09:46AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/20/23 03:58PM] Player received drop: x1 Virtuos Gloves, id: 14301, amount: 1, from: Virtuoso	
[4/20/23 04:19PM] Player received drop: x1 Agumon Gloves, id: 22159, amount: 1, from: Agumon	
[4/20/23 04:26PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/20/23 04:26PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 04:43PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/20/23 05:16PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/21/23 04:31AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 04:43AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 05:39AM] Player received drop: x1 Fighter Body, id: 14311, amount: 1, from: Leviathan	
[4/21/23 05:54AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 06:40AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/21/23 07:36AM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/21/23 07:48AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 07:58AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 08:34AM] Player received drop: x2 1% DR & Double Drop Ticket, id: 21816, amount: 2, from: Vote Boss	
[4/21/23 08:57AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:09AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 09:43AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 09:45AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 09:55AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:15AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 10:20AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/21/23 10:20AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 10:41AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/21/23 10:51AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/21/23 10:53AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 11:10AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 11:52AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:56AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 12:21PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 12:28PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 12:38PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 12:39PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 12:48PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 12:49PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 12:52PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 01:31PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 01:45PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 01:54PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
