[4/19/23 12:45PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/22/23 02:09AM] Player received drop: x1 Rune platebody (h3), id: 19489, amount: 1, from: Lilinryss	
[4/22/23 09:40AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 09:43AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/22/23 09:43AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 09:56AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 10:06AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 10:15AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/22/23 10:20AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 11:05AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/22/23 11:42AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/22/23 11:58AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/22/23 12:25PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/22/23 12:32PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/22/23 01:11PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/22/23 01:13PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/22/23 01:16PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/22/23 01:22PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/22/23 01:27PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/22/23 01:41PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/22/23 01:50PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/22/23 01:58PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/22/23 10:18PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/22/23 10:24PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/22/23 10:26PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/22/23 10:27PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/22/23 10:30PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/22/23 10:37PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/23/23 01:19AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/23/23 01:19AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/23/23 01:28AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/23/23 03:45AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/23/23 08:16AM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/23/23 08:47AM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/23/23 09:00AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
