[4/17/23 11:38AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/17/23 12:25PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 06:10PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/17/23 07:27PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/18/23 07:08AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 08:34AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/19/23 06:44AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 07:48AM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/19/23 11:21AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/19/23 11:38AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/19/23 12:05PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/19/23 12:31PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/19/23 12:32PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/19/23 05:58PM] Player received drop: x1 Obsidian Aura, id: 12612, amount: 1, from: Asmodeus	
[4/19/23 07:13PM] Player received drop: x1 Onyx Helm, id: 20427, amount: 1, from: Onyx Griffin	
[4/19/23 07:43PM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/19/23 08:37PM] Player received drop: x1 Blood Legs, id: 8815, amount: 1, from: Zeidan Grimm	
[4/20/23 05:28AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 06:18AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 06:18AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 06:25AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/20/23 06:30AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/20/23 06:31AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/20/23 06:37AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/20/23 06:42AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/20/23 07:12AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/20/23 07:13AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/20/23 07:26AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 08:24AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 08:40AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 09:57AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 10:09AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 10:17AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 10:40AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 11:08AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 11:33AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 11:35AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 11:37AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 11:40AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/20/23 11:42AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 11:55AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 11:59AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 12:04PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 12:10PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 12:12PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 12:24PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 12:24PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 01:08PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
