[4/22/23 08:13AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 08:22AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 08:53AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 10:19AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 11:56AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/22/23 02:35PM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/22/23 02:44PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/23/23 12:58AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/23/23 12:59AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/23/23 01:10AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/23/23 01:54AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/23/23 02:15AM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/23/23 03:52AM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/23/23 03:59AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/23/23 05:25AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/23/23 10:29AM] Player received drop: x1 Obsidian Helm, id: 23061, amount: 1, from: Asmodeus	
[4/24/23 11:11AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
