[4/16/23 10:16PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/17/23 11:10AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 11:58AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 12:00PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/17/23 12:11PM] Player received drop: x1 Majestic Box, id: 15004, amount: 1, from: Meruem The King	
[4/17/23 12:19PM] Player received drop: x1 Infinite overload potion (T3), id: 23126, amount: 1, from: Vote Boss	
[4/17/23 12:31PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/17/23 12:59PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/17/23 04:28PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/17/23 04:32PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/17/23 05:24PM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
