[4/17/23 07:32AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/17/23 07:35AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/17/23 03:43PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 06:15PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 06:16PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/17/23 06:18PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 06:24PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 08:29PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/17/23 08:37PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/17/23 08:42PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 08:49PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/17/23 08:49PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/17/23 08:51PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 09:07PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/17/23 09:10PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/17/23 09:16PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/17/23 09:25PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/17/23 09:25PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/17/23 09:37PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/17/23 09:48PM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/17/23 10:18PM] Player received drop: x1 Obsidian Crossbow Off-Hand, id: 23067, amount: 1, from: Asmodeus	
[4/17/23 10:19PM] Player received drop: x1 Obsidian Aura, id: 12612, amount: 1, from: Asmodeus	
[4/17/23 10:23PM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/17/23 10:31PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/17/23 11:17PM] Player received drop: x1 Demonlord Boots, id: 14180, amount: 1, from: Ag'Thomoth	
[4/17/23 11:38PM] Player received drop: x1 Lili Aura, id: 22142, amount: 1, from: Lilinryss	
[4/18/23 12:08AM] Player received drop: x1 Varth Body, id: 22146, amount: 1, from: Varthramoth	
[4/18/23 12:27AM] Player received drop: x1 Tyrant Hammer Off-Hand, id: 17696, amount: 1, from: Tyrant Lord	
[4/18/23 12:33AM] Player received drop: x1 Lucifer boots, id: 22103, amount: 1, from: Lucifer	
[4/18/23 12:36AM] Player received drop: x1 Lucifer gloves, id: 22104, amount: 1, from: Lucifer	
[4/18/23 01:11AM] Player received drop: x1 Virtuos Relic, id: 14307, amount: 1, from: Virtuoso	
[4/18/23 01:31AM] Player received drop: x1 Agumon Aura, id: 22160, amount: 1, from: Agumon	
[4/18/23 02:07AM] Player received drop: x1 White Boots, id: 22161, amount: 1, from: White Beard	
[4/18/23 02:56AM] Player received drop: x1 Fighter Body, id: 14311, amount: 1, from: Leviathan	
[4/18/23 02:39PM] Player received drop: x1 Miner chestplate (rune), id: 20586, amount: 1, from: Slender Man	
[4/18/23 06:03PM] Player received drop: x1 Afreet Box, id: 14492, amount: 1, from: Janemba	
[4/19/23 05:36PM] Player received drop: x1 Gladiator Body, id: 15006, amount: 1, from: Ezkel-Nojad	
[4/22/23 10:17AM] Player received drop: x1 Shinigami Wings, id: 4369, amount: 1, from: Byakuya	
[4/22/23 12:26PM] Player received drop: x1 Fazula Gloves, id: 4070, amount: 1, from: Queen Fazula	
[4/22/23 01:15PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:14PM] Player received drop: x1 Fazula Legs, id: 4068, amount: 1, from: Queen Fazula	
[4/23/23 06:07AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 08:19AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
