[4/15/23 09:28AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/15/23 09:52AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/17/23 11:39PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/17/23 11:52PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/18/23 12:11AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/18/23 01:07AM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/18/23 01:39AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/18/23 01:43AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/18/23 01:44AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/18/23 01:46AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/18/23 01:53AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/18/23 02:56AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/18/23 03:16AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/18/23 03:17AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/18/23 04:02AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/18/23 04:03AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
