[4/16/23 04:19PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/17/23 04:46AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 03:11PM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/19/23 03:29PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/19/23 03:39PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/19/23 03:43PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 03:48PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/19/23 03:50PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/19/23 03:53PM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/22/23 08:22AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 11:19AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 01:51PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 02:50PM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/22/23 03:06PM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/22/23 03:19PM] Player received drop: x1 Demonlord Sword, id: 14188, amount: 1, from: Ag'Thomoth	
[4/22/23 03:28PM] Player received drop: x1 Demonlord Helm, id: 14184, amount: 1, from: Ag'Thomoth	
[4/22/23 03:35PM] Player received drop: x1 Lili Aura, id: 22142, amount: 1, from: Lilinryss	
[4/22/23 03:48PM] Player received drop: x1 Varth Legs, id: 22147, amount: 1, from: Varthramoth	
[4/22/23 03:48PM] Player received drop: x1 Adamant platebody (h4), id: 19491, amount: 1, from: Varthramoth	
[4/22/23 03:50PM] Player received drop: x1 Varth Bow, id: 22148, amount: 1, from: Varthramoth	
[4/22/23 05:51PM] Player received drop: x1 Soldier Helm, id: 23075, amount: 1, from: Panther	
[4/22/23 06:22PM] Player received drop: x1 Miner chestplate (mithril), id: 20584, amount: 1, from: Leviathan	
[4/23/23 12:21AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:30AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 12:37AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:42AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:43AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 12:44AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:53AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 12:59AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 01:08AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 01:12AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 01:12AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 01:21AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 01:33AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 01:41AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 01:50AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 02:12AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 02:28AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 02:30AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 04:09AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 04:13AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 05:24AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 05:27AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 05:33AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 05:38AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
