[4/18/23 09:26PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/18/23 09:36PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/18/23 09:48PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 09:50PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/18/23 09:54PM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/18/23 11:33PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/19/23 09:23AM] Player received drop: x1 Demonlord Helm, id: 14184, amount: 1, from: Ag'Thomoth	
[4/19/23 12:43PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 04:11PM] Player received drop: x1 Varth Helm, id: 22145, amount: 1, from: Varthramoth	
[4/19/23 04:16PM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/19/23 07:02PM] Player received drop: x1 Tyrant Legs, id: 14194, amount: 1, from: Tyrant Lord	
[4/19/23 07:22PM] Player received drop: x1 Lucifer body, id: 22101, amount: 1, from: Lucifer	
[4/19/23 07:24PM] Player received drop: x1 Lucifer body, id: 22101, amount: 1, from: Lucifer	
[4/19/23 07:26PM] Player received drop: x1 Lucifer legs, id: 22102, amount: 1, from: Lucifer	
[4/19/23 07:35PM] Player received drop: x1 Adamant platebody (h5), id: 19494, amount: 1, from: Virtuoso	
[4/19/23 07:37PM] Player received drop: x1 Virtuos Relic, id: 14307, amount: 1, from: Virtuoso	
[4/19/23 07:38PM] Player received drop: x1 Virtuos Helm, id: 14202, amount: 1, from: Virtuoso	
[4/19/23 07:42PM] Player received drop: x1 Agumon Body, id: 22153, amount: 1, from: Agumon	
[4/19/23 09:09PM] Player received drop: x1 White Legs, id: 22164, amount: 1, from: White Beard	
[4/19/23 09:44PM] Player received drop: x1 White Boots, id: 22161, amount: 1, from: White Beard	
[4/19/23 10:03PM] Player received drop: x1 White Helm, id: 22163, amount: 1, from: White Beard	
[4/19/23 10:31PM] Player received drop: x1 Soldier Helm, id: 23075, amount: 1, from: Panther	
[4/19/23 11:29PM] Player received drop: x1 Miner chestplate (rune), id: 20586, amount: 1, from: Slender Man	
[4/20/23 01:46AM] Player received drop: x1 Lili Helm, id: 22136, amount: 1, from: Lilinryss	
[4/20/23 02:42AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 04:28PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 07:34PM] Player received drop: x1 Gladiator Boots, id: 15201, amount: 1, from: Ezkel-Nojad	
[4/20/23 07:37PM] Player received drop: x1 Gladiator Shield, id: 15008, amount: 1, from: Ezkel-Nojad	
