[4/19/23 02:59PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 03:19PM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
[4/20/23 04:07PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/26/23 04:42PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/26/23 05:04PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 03:45PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/27/23 03:45PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/27/23 03:56PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/27/23 03:56PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/27/23 03:59PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/27/23 04:00PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/27/23 04:04PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/27/23 04:14PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/27/23 04:14PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/27/23 04:19PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/27/23 04:27PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/27/23 04:41PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 04:47PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 05:14PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 05:18PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 05:34PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
