[4/15/23 08:01PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/15/23 09:06PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 12:31AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/16/23 01:38AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/16/23 03:25AM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/19/23 02:13PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/20/23 04:32AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/21/23 01:24AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/21/23 02:16AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/21/23 02:21AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/21/23 03:00AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/21/23 03:18AM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/21/23 02:49PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 03:26PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/21/23 05:06PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/21/23 06:52PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 07:09PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 03:06AM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/22/23 03:11AM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/22/23 11:18PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 11:44PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
<<<<<<< Updated upstream
[4/26/23 01:21AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/26/23 01:29AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/26/23 01:36AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/26/23 01:46AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
