[4/20/23 06:58AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/20/23 07:02AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/20/23 07:31AM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/20/23 08:11AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 08:37AM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/20/23 09:03AM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/20/23 11:05AM] Player received drop: x1 Nite Boots, id: 17622, amount: 1, from: Dragonite	
[4/20/23 11:57AM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/20/23 11:57AM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/20/23 02:08PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/20/23 02:59PM] Player received drop: x1 Tyrant Helm, id: 14190, amount: 1, from: Tyrant Lord	
[4/21/23 08:52AM] Player received drop: x1 White Legs, id: 22164, amount: 1, from: White Beard	
[4/21/23 03:15PM] Player received drop: x1 Evil Helm, id: 14325, amount: 1, from: Calamity	
[4/22/23 03:13AM] Player received drop: x1 Scylla Legs, id: 14371, amount: 1, from: Scylla	
[4/22/23 03:16AM] Player received drop: x1 Scylla Helm, id: 14369, amount: 1, from: Scylla	
[4/22/23 03:38AM] Player received drop: x1 Exode Gloves, id: 3905, amount: 1, from: Exoden	
[4/22/23 04:12AM] Player received drop: x1 Frieza Gloves, id: 11766, amount: 1, from: Frieza	
[4/22/23 04:30AM] Player received drop: x1 Frieza Helm, id: 11763, amount: 1, from: Frieza	
[4/22/23 05:53AM] Player received drop: x1 Goku Body, id: 13324, amount: 1, from: Goku	
[4/22/23 05:58AM] Player received drop: x1 Dragon spear (p+), id: 13774, amount: 1, from: Goku	
[4/22/23 07:13AM] Player received drop: x1 Shinigami Boots, id: 13332, amount: 1, from: Byakuya	
[4/22/23 09:01AM] Player received drop: x1 Fazula Legs, id: 4068, amount: 1, from: Queen Fazula	
