[4/22/23 03:34PM] Player received drop: x1 Sovereignty prayer scroll, id: 23169, amount: 1, from: Final Boss Veigar	
[4/23/23 10:42AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/23/23 02:11PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/23/23 02:12PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/23/23 03:13PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 05:09PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 06:20PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 07:12PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/23/23 07:15PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 07:16PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/23/23 07:16PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/23/23 07:17PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/23/23 07:18PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/23/23 07:18PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 07:19PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 07:20PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/23/23 07:20PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/23/23 07:21PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/23/23 07:24PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/23/23 07:25PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 07:26PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/23/23 07:27PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 07:31PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/23/23 07:41PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/23/23 07:51PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/23/23 07:52PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/23/23 08:27PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 05:56AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 05:58AM] Player received drop: x1 Demonlord Boots, id: 14180, amount: 1, from: Ag'Thomoth	
[4/24/23 06:30AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/24/23 06:30AM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/24/23 11:14AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 11:21AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 11:49AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 12:37PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 12:41PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 12:49PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 12:59PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 01:00PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 01:17PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 01:40PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
