[4/18/23 12:43PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/18/23 12:53PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/18/23 01:16PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 06:51AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 06:51AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/19/23 07:13AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/19/23 07:13AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 07:13AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/19/23 07:20AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 07:20AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 07:57AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 08:21AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 08:22AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 08:43AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 08:50AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 09:04AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/19/23 09:35AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/19/23 09:37AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/19/23 10:26AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/19/23 10:37AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/19/23 10:41AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/19/23 10:51AM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/19/23 01:13PM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/20/23 09:01AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/21/23 07:06AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/21/23 07:16AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/21/23 09:46AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/21/23 10:07AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/21/23 10:21AM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/21/23 10:37AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/21/23 10:38AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/21/23 10:42AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/21/23 12:39PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/21/23 12:47PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/21/23 03:54PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 04:34PM] Player received drop: x1 Trinity prayer scroll, id: 23166, amount: 1, from: Final Boss Veigar	
[4/22/23 01:16PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 02:00PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/26/23 10:09AM] Player received drop: x1 Gracious Box, id: 15002, amount: 1, from: Vote Boss	
[4/27/23 11:58AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:15PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 12:22PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:28PM] Player received drop: x1 Cursed Box, id: 15003, amount: 1, from: Vote Boss	
[4/27/23 12:35PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:57PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 01:16PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
