[4/18/23 06:07AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/18/23 06:22AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/18/23 06:24AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/18/23 07:48AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/18/23 12:27PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 12:28PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 12:33PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/18/23 12:38PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 04:21PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/18/23 06:54PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/19/23 05:47PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 05:48PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 06:01PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/19/23 07:00PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 07:20PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/19/23 07:31PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 07:35PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/19/23 08:01PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 05:09AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/20/23 12:08PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/20/23 12:11PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/20/23 05:36PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 06:24PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 06:56PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 06:59PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 07:37PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 07:39PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 04:46AM] Player received drop: x1 Obsidian Aura, id: 12612, amount: 1, from: Asmodeus	
[4/21/23 05:06AM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/21/23 05:20AM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
[4/21/23 05:27AM] Player received drop: x1 Demonlord Gloves, id: 14182, amount: 1, from: Ag'Thomoth	
[4/21/23 05:59AM] Player received drop: x1 Varth Teddy, id: 22151, amount: 1, from: Varthramoth	
[4/21/23 11:58AM] Player received drop: x1 Lucifer legs, id: 22102, amount: 1, from: Lucifer	
[4/21/23 02:46PM] Player received drop: x1 White Wand, id: 22167, amount: 1, from: White Beard	
[4/21/23 02:54PM] Player received drop: x1 Miner chestplate (steel), id: 20583, amount: 1, from: Panther	
[4/27/23 08:19AM] Player received drop: x1 Charybde Legs, id: 8833, amount: 1, from: Charybdis	
