[4/19/23 12:24AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/19/23 08:36AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/19/23 09:04AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 09:06AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 09:43AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 10:02AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 10:05AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 10:06AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 10:31AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/19/23 11:02PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 11:15PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/20/23 01:02AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/20/23 01:07AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/20/23 11:32AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/20/23 02:16PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 10:27PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/20/23 11:58PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/21/23 07:22PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 09:43PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 11:50PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 01:11PM] Player received drop: x1 Demonlord Legs, id: 14186, amount: 1, from: Ag'Thomoth	
[4/22/23 01:45PM] Player received drop: x1 Varth Helm, id: 22145, amount: 1, from: Varthramoth	
[4/22/23 04:07PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 04:12PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 04:27PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 04:27PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 04:30PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 04:41PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 04:52PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 05:18PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
