[4/19/23 07:13PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 08:40PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 11:28AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/20/23 11:38AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/20/23 12:41PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/20/23 01:57PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/20/23 03:13PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/20/23 03:28PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/20/23 03:33PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/20/23 04:16PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/20/23 04:35PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/20/23 04:40PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/20/23 05:07PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/20/23 05:38PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/21/23 06:48AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/21/23 07:28AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/21/23 07:39AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/21/23 01:00PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/21/23 01:08PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/21/23 04:27PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 06:45PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/21/23 06:56PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/21/23 07:30PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/22/23 08:10AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/22/23 11:40AM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/22/23 11:40AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/22/23 12:46PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/22/23 01:16PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/22/23 01:21PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/22/23 03:01PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/22/23 03:48PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/22/23 06:37PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
