[4/21/23 05:00PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/22/23 08:40AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/22/23 09:45AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/22/23 09:48AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/22/23 11:09AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/22/23 02:31PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/27/23 05:30PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/27/23 05:32PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/27/23 05:38PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/27/23 05:38PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/27/23 05:40PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/27/23 05:46PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/27/23 05:47PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/27/23 05:52PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/27/23 05:58PM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/27/23 06:00PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/27/23 06:00PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/27/23 06:00PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/27/23 06:01PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/27/23 06:02PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/27/23 06:02PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/27/23 06:02PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/27/23 06:15PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/27/23 06:19PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/27/23 06:23PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/27/23 06:27PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/27/23 06:32PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/27/23 06:49PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/27/23 06:49PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/27/23 06:50PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/27/23 06:51PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/27/23 06:54PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/27/23 06:55PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/27/23 07:03PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/27/23 07:03PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/27/23 07:04PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/27/23 07:10PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/27/23 07:10PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/27/23 07:18PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/27/23 07:20PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/27/23 07:44PM] Player received drop: x1 Nite Necklace, id: 11195, amount: 1, from: Dragonite	
[4/27/23 08:04PM] Player received drop: x1 Nite Boots, id: 17622, amount: 1, from: Dragonite	
[4/27/23 08:23PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/27/23 08:27PM] Player received drop: x1 Blood Enhancement, id: 1857, amount: 1, from: Zeidan Grimm	
[4/27/23 08:43PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
