[4/20/23 08:54PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/20/23 08:57PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/20/23 10:41PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/20/23 10:46PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/21/23 12:14AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 12:55AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/21/23 01:56AM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/21/23 02:09AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/21/23 05:47AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/21/23 11:27PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/21/23 11:37PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/22/23 01:45AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/22/23 02:18AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/22/23 04:12AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/22/23 04:12AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 04:29AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 04:41AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 10:12PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 11:17PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/23/23 12:20AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
