[4/15/23 11:29PM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/15/23 11:57PM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/16/23 12:16AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/16/23 12:20AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 12:22AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 12:26AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 12:30AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/16/23 12:32AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/16/23 12:39AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/16/23 12:43AM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/16/23 12:44AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/16/23 12:44AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/16/23 12:50AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 08:50AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/16/23 09:27AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/16/23 09:30AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/16/23 10:15AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/16/23 10:36AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/16/23 11:50AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/16/23 12:29PM] Player received drop: x1 Lili Aura, id: 22142, amount: 1, from: Lilinryss	
[4/16/23 12:43PM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/16/23 12:49PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/16/23 01:06PM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
[4/16/23 01:35PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/16/23 02:29PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 02:29PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/16/23 02:32PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/16/23 02:36PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 02:39PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/16/23 03:54PM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/16/23 04:29PM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/17/23 03:25AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/17/23 03:29AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
