[4/17/23 05:41AM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/17/23 07:34PM] Player received drop: x1 Saiyan God Gloves, id: 22129, amount: 1, from: Golden Great Ape	
[4/17/23 09:12PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 09:14PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/17/23 09:20PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/17/23 09:30PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 09:32PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/17/23 09:39PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/17/23 10:05PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/17/23 10:24PM] Player received drop: x1 Obsidian Legs, id: 23063, amount: 1, from: Asmodeus	
[4/17/23 10:53PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/18/23 12:10PM] Player received drop: x1 Agumon Gloves, id: 22159, amount: 1, from: Agumon	
[4/18/23 12:18PM] Player received drop: x1 White Wings, id: 22166, amount: 1, from: White Beard	
[4/18/23 12:25PM] Player received drop: x1 White Body, id: 22165, amount: 1, from: White Beard	
[4/20/23 08:26AM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
