[4/15/23 11:07AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/15/23 11:22AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/15/23 11:39AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/15/23 12:04PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/15/23 12:06PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/15/23 01:21PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/15/23 01:32PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/16/23 06:47AM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/16/23 07:46AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/16/23 08:36AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/16/23 09:59AM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/16/23 10:13AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 11:46AM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/16/23 11:55AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/18/23 11:38AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/20/23 12:02PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/21/23 12:59PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/21/23 01:29PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/21/23 01:32PM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/23/23 02:10AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/26/23 11:39AM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/27/23 12:20PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 12:20PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 12:24PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:24PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 12:34PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 01:29PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 06:23PM] Player received drop: x1 Exode Hood, id: 22036, amount: 1, from: Exoden	
