[4/21/23 05:52AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/21/23 06:58AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/21/23 07:26AM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/21/23 07:52AM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/21/23 07:53AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/21/23 07:54AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/21/23 08:48AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/21/23 08:52AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/21/23 11:17AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:44AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 01:19PM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/21/23 02:39PM] Player received drop: x1 Onyx Legs, id: 20095, amount: 1, from: Onyx Griffin	
[4/21/23 02:55PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:43PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:11PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 03:26PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 03:49PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
