[4/15/23 02:46PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/15/23 02:57PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/15/23 08:45PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 06:57AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/16/23 08:32AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 08:45AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 09:04AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/16/23 09:06AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/16/23 09:27AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/16/23 09:30AM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/16/23 10:13AM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/16/23 11:41AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/16/23 01:27PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/16/23 01:47PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 01:51PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/16/23 02:33PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/16/23 03:13PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/16/23 03:49PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/16/23 03:58PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/16/23 04:00PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 04:05PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 04:05PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 04:06PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 04:18PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 04:19PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/16/23 04:25PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 04:56PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 05:00PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 05:00PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 05:17PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 05:30PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 05:37PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 05:41PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 05:53PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 05:53PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 06:01PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 06:12PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 06:16PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 05:32PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/23/23 06:41AM] Player received drop: x1 Demonlord Helm, id: 14184, amount: 1, from: Ag'Thomoth	
[4/23/23 07:45AM] Player received drop: x1 Tyrant Boots, id: 14198, amount: 1, from: Tyrant Lord	
[4/23/23 08:46AM] Player received drop: x1 Agumon Legs, id: 22154, amount: 1, from: Agumon	
[4/23/23 11:51AM] Player received drop: x1 Fighter Sword, id: 14319, amount: 1, from: Leviathan	
