[4/18/23 11:27PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/21/23 11:29PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/21/23 11:51PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/22/23 09:15AM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/22/23 10:08AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/22/23 10:22AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/22/23 08:45PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 08:49PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/22/23 09:29PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/22/23 09:36PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/25/23 12:51AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:52AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 01:58AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 02:29AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 02:37AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
