[4/21/23 10:56AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/21/23 10:59AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/22/23 07:25AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/22/23 04:07PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/22/23 04:11PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/22/23 04:13PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/23/23 04:57AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/23/23 05:41AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/23/23 06:01AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/23/23 06:03AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/23/23 01:06PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/23/23 01:09PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/23/23 01:19PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/23/23 01:23PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/23/23 01:39PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/23/23 01:57PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 02:10PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/23/23 02:14PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/23/23 02:16PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/23/23 02:21PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/24/23 05:17AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 05:19AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 06:30AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 06:45AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 09:40AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 09:55AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 10:12AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 11:14AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/24/23 11:15AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/24/23 12:22PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 12:22PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 01:42PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 02:01PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 02:27PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 03:59PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 04:00PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 04:11PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:29PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/24/23 09:51PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/24/23 10:00PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/24/23 10:05PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/24/23 10:05PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/24/23 10:11PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/24/23 10:14PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/24/23 10:33PM] Player received drop: x1 Marksman prayer scroll, id: 23168, amount: 1, from: Final Boss Veigar	
[4/24/23 10:50PM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/24/23 10:51PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/24/23 10:56PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/24/23 11:05PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 11:19PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 11:22PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 11:31PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 11:37PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:10AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:17AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:22AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:23AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 12:27AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 01:07AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 01:10AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 01:17AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/25/23 01:53AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 11:54AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 11:58AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:11PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:20PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 12:36PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/25/23 12:37PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 12:37PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 12:55PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 12:59PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 01:17PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
