[4/19/23 05:28PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 05:33PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 06:29PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 06:40PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/19/23 07:37PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/21/23 12:48PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/22/23 01:21AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 01:26AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 06:59AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 09:59AM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/22/23 10:09AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
