[4/22/23 06:28PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 06:52PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/22/23 11:13PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/23/23 12:12AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/23/23 12:57AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/27/23 11:17AM] Player received drop: x1 Agumon Helmet, id: 22152, amount: 1, from: Agumon	
[4/27/23 11:18AM] Player received drop: x1 Agumon Boots, id: 22158, amount: 1, from: Agumon	
[4/27/23 12:13PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/27/23 12:20PM] Player received drop: x1 Groudon Pet, id: 19490, amount: 1, from: Groudon	
[4/27/23 07:17PM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/27/23 09:46PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:47PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:03PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 10:11PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:19PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:24PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 10:28PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 10:29PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
