[4/18/23 02:08PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/18/23 02:11PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/18/23 03:27PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/18/23 05:57PM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/18/23 05:58PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/18/23 05:59PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 06:01PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/18/23 06:02PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/18/23 06:14PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/18/23 06:15PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/18/23 06:15PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/18/23 06:20PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/18/23 06:20PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/18/23 06:22PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/18/23 06:22PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 06:22PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 06:24PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/18/23 06:24PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/18/23 06:25PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/18/23 06:25PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/18/23 06:26PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/18/23 06:33PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/18/23 06:40PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/18/23 06:50PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/18/23 07:22PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/18/23 07:26PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/18/23 07:29PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/18/23 07:29PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/18/23 08:04PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/18/23 08:07PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/18/23 08:11PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/18/23 08:14PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/18/23 08:20PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/18/23 08:26PM] Player received drop: x1 Nite Necklace, id: 11195, amount: 1, from: Dragonite	
[4/18/23 08:31PM] Player received drop: x1 Nite Helm, id: 17614, amount: 1, from: Dragonite	
[4/18/23 08:35PM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/18/23 08:48PM] Player received drop: x1 Obsidian Wings, id: 23068, amount: 1, from: Asmodeus	
[4/18/23 08:58PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/18/23 09:09PM] Player received drop: x1 Onyx Legs, id: 20095, amount: 1, from: Onyx Griffin	
[4/18/23 09:20PM] Player received drop: x1 Black platebody (h3), id: 19487, amount: 1, from: Zeidan Grimm	
[4/18/23 09:21PM] Player received drop: x1 Blood Body, id: 8814, amount: 1, from: Zeidan Grimm	
[4/18/23 09:24PM] Player received drop: x1 Black platebody (h3), id: 19487, amount: 1, from: Zeidan Grimm	
[4/18/23 09:31PM] Player received drop: x1 Demonlord Body, id: 14178, amount: 1, from: Ag'Thomoth	
[4/18/23 09:37PM] Player received drop: x1 Demonlord Gloves, id: 14182, amount: 1, from: Ag'Thomoth	
[4/18/23 09:48PM] Player received drop: x1 Demonlord Legs, id: 14186, amount: 1, from: Ag'Thomoth	
[4/18/23 09:56PM] Player received drop: x1 Lili Gloves, id: 22139, amount: 1, from: Lilinryss	
[4/18/23 09:57PM] Player received drop: x1 Lili Helm, id: 22136, amount: 1, from: Lilinryss	
[4/18/23 10:00PM] Player received drop: x1 Lili Aura, id: 22142, amount: 1, from: Lilinryss	
[4/18/23 10:11PM] Player received drop: x1 Varth Boots, id: 22149, amount: 1, from: Varthramoth	
[4/18/23 10:15PM] Player received drop: x1 Varth Teddy, id: 22151, amount: 1, from: Varthramoth	
[4/18/23 11:10PM] Player received drop: x1 Tyrant Body, id: 14192, amount: 1, from: Tyrant Lord	
