[4/16/23 09:45AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/16/23 04:28PM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/17/23 12:45PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/17/23 04:40PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/17/23 06:34PM] Player received drop: x2 $25 Bond, id: 23058, amount: 2, from: Meruem The King	
[4/18/23 01:19PM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/18/23 01:38PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/18/23 01:47PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/19/23 08:34AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/19/23 08:49AM] Player received drop: x1 Owner cape goodiebag, id: 3578, amount: 1, from: Nine Tails	
[4/19/23 09:20AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/19/23 01:41PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 02:32PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/19/23 02:38PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/19/23 03:03PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 03:29PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/19/23 03:51PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 03:55PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/19/23 05:02PM] Player received drop: x1 Demonlord Sword, id: 14188, amount: 1, from: Ag'Thomoth	
[4/19/23 05:48PM] Player received drop: x1 Lili Gloves, id: 22139, amount: 1, from: Lilinryss	
[4/19/23 05:58PM] Player received drop: x1 Varth Legs, id: 22147, amount: 1, from: Varthramoth	
[4/19/23 06:57PM] Player received drop: x1 Virtuos Relic, id: 14307, amount: 1, from: Virtuoso	
[4/19/23 06:58PM] Player received drop: x1 Virtuos Legs, id: 14206, amount: 1, from: Virtuoso	
[4/19/23 07:04PM] Player received drop: x1 Virtuos Body, id: 14204, amount: 1, from: Virtuoso	
[4/19/23 07:07PM] Player received drop: x1 Agumon Gloves, id: 22159, amount: 1, from: Agumon	
[4/19/23 07:41PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/19/23 07:42PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 02:24PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/20/23 02:43PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/20/23 04:37PM] Player received drop: x1 Gladiator Body, id: 15006, amount: 1, from: Ezkel-Nojad	
[4/21/23 12:57PM] Player received drop: x1 Rune platebody (h2), id: 19486, amount: 1, from: Onyx Griffin	
[4/21/23 03:10PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 06:01PM] Player received drop: x1 Rune spear (p++), id: 13775, amount: 1, from: Byakuya	
[4/21/23 06:04PM] Player received drop: x1 Shinigami Wings, id: 4369, amount: 1, from: Byakuya	
[4/21/23 07:53PM] Player received drop: x1 Fazula Book, id: 4072, amount: 1, from: Queen Fazula	
[4/22/23 01:25PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 01:36PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 01:40PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 01:50PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 01:57PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 02:02PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 04:05PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 04:08PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 04:59PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 05:00PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 05:07PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 05:12PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 06:05PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 06:59PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 08:06PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 08:12PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:15PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 08:17PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:18PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 08:51PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 09:18PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 09:21PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 09:29PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 10:19PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 10:20PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 10:56PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 11:18PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 11:31PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 10:12AM] Player received drop: x1 Yasuda Scythe, id: 3472, amount: 1, from: Lord Yasuda	
[4/23/23 12:45PM] Player received drop: x1 Fazula Head, id: 4066, amount: 1, from: Queen Fazula	
