[4/18/23 07:19AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 08:06AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/18/23 08:27AM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/18/23 08:31AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/18/23 09:54AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 09:55AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 09:56AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 10:03AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/18/23 10:06AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/18/23 10:25AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/18/23 11:05AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/18/23 11:33AM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/18/23 12:18PM] Player received drop: x1 Nite Wings, id: 17606, amount: 1, from: Dragonite	
[4/18/23 12:27PM] Player received drop: x1 Nite Necklace, id: 11195, amount: 1, from: Dragonite	
[4/18/23 12:46PM] Player received drop: x1 Obsidian Aura, id: 12612, amount: 1, from: Asmodeus	
[4/18/23 12:56PM] Player received drop: x1 Obsidian Crossbow, id: 23066, amount: 1, from: Asmodeus	
[4/18/23 02:04PM] Player received drop: x1 Blood Gloves, id: 16194, amount: 1, from: Zeidan Grimm	
[4/18/23 02:14PM] Player received drop: x1 Blood Gloves, id: 16194, amount: 1, from: Zeidan Grimm	
[4/18/23 04:00PM] Player received drop: x1 Demonlord Boots, id: 14180, amount: 1, from: Ag'Thomoth	
[4/18/23 04:51PM] Player received drop: x1 Demonlord Boots, id: 14180, amount: 1, from: Ag'Thomoth	
[4/18/23 05:23PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 05:23PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 05:47PM] Player received drop: x1 Lili Body, id: 22137, amount: 1, from: Lilinryss	
[4/18/23 06:23PM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/19/23 07:06AM] Player received drop: x1 Tyrant Hammer, id: 17694, amount: 1, from: Tyrant Lord	
[4/19/23 07:39AM] Player received drop: x1 Lucifer's wings, id: 22105, amount: 1, from: Lucifer	
[4/19/23 08:51AM] Player received drop: x1 Agumon Bow, id: 22155, amount: 1, from: Agumon	
[4/19/23 09:02AM] Player received drop: x1 Agumon Legs, id: 22154, amount: 1, from: Agumon	
[4/19/23 09:35AM] Player received drop: x1 Agumon Body, id: 22153, amount: 1, from: Agumon	
[4/19/23 09:51AM] Player received drop: x1 Agumon Boots, id: 22158, amount: 1, from: Agumon	
[4/19/23 09:53AM] Player received drop: x1 Rune platebody (h5), id: 19495, amount: 1, from: Agumon	
[4/19/23 10:01AM] Player received drop: x1 Agumon Body, id: 22153, amount: 1, from: Agumon	
[4/19/23 10:19AM] Player received drop: x1 Agumon Bow, id: 22155, amount: 1, from: Agumon	
[4/19/23 11:54AM] Player received drop: x1 White Wand, id: 22167, amount: 1, from: White Beard	
[4/19/23 01:10PM] Player received drop: x1 Miner chestplate (iron), id: 20582, amount: 1, from: White Beard	
[4/19/23 01:20PM] Player received drop: x2 1% DR & Double Drop Ticket, id: 21816, amount: 2, from: Vote Boss	
[4/19/23 03:49PM] Player received drop: x1 Soldier Helm, id: 23075, amount: 1, from: Panther	
[4/19/23 03:54PM] Player received drop: x1 Fighter Gloves, id: 14315, amount: 1, from: Leviathan	
[4/19/23 04:57PM] Player received drop: x1 Miner chestplate (mithril), id: 20584, amount: 1, from: Leviathan	
[4/19/23 05:08PM] Player received drop: x1 Fighter Legs, id: 14313, amount: 1, from: Leviathan	
[4/19/23 05:54PM] Player received drop: x1 Miner chestplate (mithril), id: 20584, amount: 1, from: Leviathan	
[4/19/23 07:22PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/19/23 07:23PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/19/23 07:39PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/19/23 07:40PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/19/23 07:57PM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/19/23 08:00PM] Player received drop: x1 Miner chestplate (rune), id: 20586, amount: 1, from: Slender Man	
[4/20/23 09:36AM] Player received drop: x1 Scylla Helm, id: 14369, amount: 1, from: Scylla	
[4/20/23 11:42AM] Player received drop: x1 Exode Hood, id: 22036, amount: 1, from: Exoden	
[4/20/23 12:39PM] Player received drop: x1 Gladiator Legs, id: 15007, amount: 1, from: Ezkel-Nojad	
[4/20/23 01:23PM] Player received drop: x1 Afreet Box, id: 14492, amount: 1, from: Janemba	
[4/20/23 07:46PM] Player received drop: x1 Frieza Legs, id: 11765, amount: 1, from: Frieza	
[4/20/23 07:53PM] Player received drop: x1 Frieza Body, id: 11764, amount: 1, from: Frieza	
[4/20/23 08:49PM] Player received drop: x1 Warrior chestplate (mithril), id: 20604, amount: 1, from: Perfect Cell	
[4/20/23 09:36PM] Player received drop: x1 Elite Bow, id: 8411, amount: 1, from: Goku	
[4/20/23 09:37PM] Player received drop: x1 Elite Bow, id: 8411, amount: 1, from: Goku	
[4/20/23 10:02PM] Player received drop: x1 Elite Staff, id: 8412, amount: 1, from: Goku	
[4/20/23 10:16PM] Player received drop: x1 Elite Staff, id: 8412, amount: 1, from: Goku	
[4/20/23 10:49PM] Player received drop: x1 Shinigami Sword, id: 13333, amount: 1, from: Byakuya	
[4/20/23 11:09PM] Player received drop: x1 Shinigami Sword, id: 13333, amount: 1, from: Byakuya	
[4/21/23 12:23AM] Player received drop: x1 Fazula Gloves, id: 4070, amount: 1, from: Queen Fazula	
[4/21/23 01:21AM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/21/23 01:21AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/21/23 01:23AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/21/23 01:24AM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/21/23 01:28AM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/21/23 01:29AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 01:30AM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/21/23 01:32AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 02:22AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 02:24AM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/21/23 03:00AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 03:13AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 03:14AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:15AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 03:15AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 03:21AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 03:33AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:44AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:46AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 03:57AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 04:24AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 04:27AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 04:30AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 04:45AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/21/23 04:46AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/21/23 04:53AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/21/23 05:06AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 05:58AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/21/23 05:59AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 06:01AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 06:10AM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/21/23 06:35AM] Player received drop: x1 Yasuda Scythe, id: 3472, amount: 1, from: Lord Yasuda	
[4/21/23 07:20AM] Player received drop: x1 Yasuda Head, id: 4075, amount: 1, from: Lord Yasuda	
[4/21/23 08:08AM] Player received drop: x1 Yasuda Legs, id: 3473, amount: 1, from: Lord Yasuda	
[4/21/23 07:01PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/21/23 07:01PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/21/23 07:03PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/21/23 07:12PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 07:49PM] Player received drop: x1 Gladiator Gloves, id: 15200, amount: 1, from: Ezkel-Nojad	
[4/21/23 07:49PM] Player received drop: x1 Gladiator Gloves, id: 15200, amount: 1, from: Ezkel-Nojad	
[4/21/23 08:02PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/21/23 08:07PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/21/23 08:14PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 08:14PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 08:21PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 08:21PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:06PM] Player received drop: x1 Yasuda Wings, id: 3470, amount: 1, from: Lord Yasuda	
[4/21/23 09:16PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 09:18PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:19PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:22PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 09:32PM] Player received drop: x1 Miner gauntlets (adamant), id: 20590, amount: 1, from: Ezkel-Nojad	
[4/21/23 10:15PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/21/23 10:17PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/21/23 10:23PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/21/23 10:24PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/21/23 11:31PM] Player received drop: x1 Warrior chestplate (iron), id: 20602, amount: 1, from: Janemba	
[4/21/23 11:55PM] Player received drop: x1 Agumon Legs, id: 22154, amount: 1, from: Agumon	
[4/22/23 01:19AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/22/23 01:29AM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/22/23 01:32AM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/22/23 01:39AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/22/23 01:43AM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/22/23 01:53AM] Player received drop: x1 Gladiator Gloves, id: 15200, amount: 1, from: Ezkel-Nojad	
