[4/16/23 02:04PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/16/23 02:32PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 02:54PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 02:54PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 02:58PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/16/23 03:00PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/16/23 03:39PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/16/23 05:58PM] Player received drop: x1 Nite Hammer, id: 17698, amount: 1, from: Dragonite	
[4/17/23 01:43AM] Player received drop: x1 Malvek Body, id: 19159, amount: 1, from: Malvek	
[4/17/23 03:54AM] Player received drop: x1 Rune platebody (h3), id: 19489, amount: 1, from: Lilinryss	
[4/17/23 04:33AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/17/23 01:46PM] Player received drop: x1 Flaming Katana, id: 17644, amount: 1, from: Lucifer	
[4/17/23 01:50PM] Player received drop: x1 Flaming Katana, id: 17644, amount: 1, from: Lucifer	
[4/17/23 01:54PM] Player received drop: x1 Lucifer boots, id: 22103, amount: 1, from: Lucifer	
[4/17/23 02:44PM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/17/23 03:23PM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/17/23 03:47PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/17/23 03:59PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/17/23 04:06PM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/17/23 04:07PM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/17/23 04:09PM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/17/23 04:18PM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/17/23 10:08PM] Player received drop: x1 Soldier Body, id: 23076, amount: 1, from: Panther	
[4/18/23 01:23AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/18/23 01:25AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/18/23 01:34AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/18/23 01:35AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 01:44AM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/18/23 01:59AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/18/23 03:19AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/18/23 03:33AM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/18/23 03:34AM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/18/23 03:38AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/18/23 03:39AM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/18/23 08:35AM] Player received drop: x1 Obsidian Crossbow Off-Hand, id: 23067, amount: 1, from: Asmodeus	
[4/18/23 08:54AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/18/23 11:04AM] Player received drop: x1 Exode Sword, id: 22072, amount: 1, from: Exoden	
[4/18/23 11:20AM] Player received drop: x1 Miner gauntlets (adamant), id: 20590, amount: 1, from: Ezkel-Nojad	
[4/18/23 02:29PM] Player received drop: x1 Super Buu Helm, id: 9478, amount: 1, from: Super Buu	
