[4/17/23 11:30AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/17/23 01:40PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/17/23 01:41PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/17/23 01:46PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 01:51PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 02:04PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/17/23 02:10PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/17/23 02:10PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/17/23 02:14PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/17/23 02:18PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/17/23 02:29PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/17/23 03:59PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/17/23 04:07PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/17/23 04:08PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/17/23 04:16PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/17/23 05:24PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/17/23 05:29PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/17/23 06:01PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:06PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:06PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 06:16PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 06:19PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/17/23 06:25PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:40PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 06:41PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 06:51PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/17/23 06:57PM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/17/23 06:59PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/17/23 07:00PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 07:11PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/17/23 07:34PM] Player received drop: x1 Nite Necklace, id: 11195, amount: 1, from: Dragonite	
[4/17/23 07:55PM] Player received drop: x1 Obsidian Aura, id: 12612, amount: 1, from: Asmodeus	
[4/17/23 07:55PM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/17/23 08:35PM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/17/23 09:07PM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/17/23 09:58PM] Player received drop: x1 Lili Boots, id: 22141, amount: 1, from: Lilinryss	
[4/18/23 05:53AM] Player received drop: x1 Tyrant Aura, id: 12608, amount: 1, from: Tyrant Lord	
[4/18/23 06:04AM] Player received drop: x1 Tyrant Body, id: 14192, amount: 1, from: Tyrant Lord	
[4/18/23 06:16AM] Player received drop: x1 Adamant platebody (h5), id: 19494, amount: 1, from: Virtuoso	
[4/18/23 06:53AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/18/23 07:22AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/18/23 07:23AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/18/23 07:24AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/18/23 07:24AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/18/23 07:24AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/18/23 07:25AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/18/23 07:26AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 07:26AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/18/23 07:27AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/18/23 07:27AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/18/23 07:29AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/18/23 07:31AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/18/23 07:35AM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/18/23 07:35AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/18/23 08:10AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/18/23 08:10AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
