[4/19/23 07:25PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/19/23 07:25PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/19/23 07:38PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 07:46PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/19/23 08:01PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 08:03PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 08:03PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/19/23 08:33PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/19/23 08:37PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/19/23 08:41PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/19/23 08:48PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/19/23 08:52PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/19/23 09:09PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/20/23 01:48AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/20/23 03:40AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/20/23 10:00AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 06:27PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/20/23 07:03PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 09:09PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 09:22PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/20/23 10:11PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 12:47AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/21/23 02:45AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:19AM] Player received drop: x1 Miner chestplate (mithril), id: 20584, amount: 1, from: Leviathan	
[4/21/23 11:49AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 12:54PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 12:59PM] Player received drop: x1 Onyx Helm, id: 20427, amount: 1, from: Onyx Griffin	
[4/21/23 06:13PM] Player received drop: x1 Onyx Helm, id: 20427, amount: 1, from: Onyx Griffin	
[4/21/23 07:13PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/21/23 07:16PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/21/23 07:22PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/21/23 09:15PM] Player received drop: x1 Charybde Ring, id: 8831, amount: 1, from: Charybdis	
[4/21/23 09:26PM] Player received drop: x1 Charybde Cape, id: 8830, amount: 1, from: Charybdis	
[4/22/23 01:30AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 05:02AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/22/23 05:03AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/22/23 05:05AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 05:07AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 05:08AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 05:09AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/22/23 05:12AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/22/23 05:14AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 05:15AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
