[4/17/23 06:05AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/17/23 12:36PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/17/23 12:41PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 12:43PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 03:15PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/17/23 04:58PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/17/23 05:14PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/17/23 05:20PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 05:23PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 06:30PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/17/23 07:21PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/18/23 06:40AM] Player received drop: x1 Blood Helm, id: 8813, amount: 1, from: Zeidan Grimm	
[4/18/23 06:55AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/18/23 07:10AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/18/23 03:53PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/18/23 04:17PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/18/23 07:07PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/18/23 07:16PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/18/23 07:19PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/18/23 09:59PM] Player received drop: x1 Blood Helm, id: 8813, amount: 1, from: Zeidan Grimm	
[4/18/23 10:15PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/18/23 11:11PM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
