[4/21/23 07:39AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/21/23 07:40AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/21/23 09:47AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/22/23 03:32AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/22/23 04:31AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/22/23 05:56AM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/22/23 06:05AM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/23/23 03:57AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/23/23 03:59AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/23/23 04:35AM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/23/23 05:50AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
