[4/18/23 02:13PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/18/23 03:37PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/19/23 06:33PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/20/23 04:44AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 07:29AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/20/23 07:34AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 03:38PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 03:52PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 07:42AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/21/23 07:45AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 07:46AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 07:48AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/21/23 07:51AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 08:07AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/21/23 08:12AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/21/23 08:21AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/21/23 08:23AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 09:12AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/21/23 09:13AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/21/23 09:18AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/21/23 09:29AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/21/23 09:37AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/21/23 09:42AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/22/23 11:50AM] Player received drop: x1 Varth Body, id: 22146, amount: 1, from: Varthramoth	
[4/22/23 07:12PM] Player received drop: x1 Lucifer boots, id: 22103, amount: 1, from: Lucifer	
[4/22/23 08:11PM] Player received drop: x1 Virtuos Helm, id: 14202, amount: 1, from: Virtuoso	
[4/23/23 06:13AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 08:06AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 08:23AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 08:41AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 01:21PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 03:11PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/23/23 03:12PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/23/23 03:17PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/23/23 03:24PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/23/23 03:38PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/23/23 03:48PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/23/23 03:58PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/23/23 04:03PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/23/23 04:05PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/23/23 04:08PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/23/23 04:09PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/23/23 04:15PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/23/23 04:17PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/23/23 04:26PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/23/23 04:28PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/23/23 04:50PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/23/23 04:58PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/23/23 04:59PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/23/23 05:11PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/23/23 05:28PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 05:40PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 05:43PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
