[4/17/23 10:39AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/17/23 11:27AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/17/23 12:44PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/17/23 01:48PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/17/23 02:01PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/17/23 02:11PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/17/23 03:26PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/17/23 03:51PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 04:34PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/18/23 03:59AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/18/23 04:04AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/18/23 04:06AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/18/23 04:32AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/18/23 06:56AM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/18/23 09:29AM] Player received drop: x1 Demonlord Legs, id: 14186, amount: 1, from: Ag'Thomoth	
[4/18/23 12:07PM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/19/23 05:32PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/19/23 05:46PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/19/23 06:06PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/19/23 06:20PM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/19/23 06:29PM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/20/23 02:41AM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/20/23 09:00AM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/20/23 09:57AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/21/23 04:51AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 09:40AM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/21/23 10:22AM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/21/23 11:05AM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
[4/22/23 06:15AM] Player received drop: x1 Death Box, id: 14490, amount: 1, from: Slender Man	
[4/22/23 09:42AM] Player received drop: x1 Blood Body, id: 8814, amount: 1, from: Zeidan Grimm	
[4/22/23 09:45AM] Player received drop: x1 Black platebody (h3), id: 19487, amount: 1, from: Zeidan Grimm	
[4/22/23 10:05AM] Player received drop: x1 Blood Helm, id: 8813, amount: 1, from: Zeidan Grimm	
[4/23/23 01:49AM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
