[4/18/23 06:32AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/18/23 06:35AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/18/23 06:38AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/18/23 07:00AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/18/23 07:25AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/18/23 07:46AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/18/23 09:44AM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/18/23 11:59AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/18/23 04:45PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/18/23 05:07PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/18/23 07:14PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 07:14PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 07:15PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 07:15PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 07:17PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 07:17PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/18/23 07:18PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/18/23 07:21PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/18/23 07:23PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/18/23 07:24PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/18/23 07:24PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/18/23 07:25PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
