[4/20/23 10:51PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/20/23 11:02PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/21/23 12:55AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/21/23 03:21AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 02:47PM] Player received drop: x1 Obsidian Crossbow Off-Hand, id: 23067, amount: 1, from: Asmodeus	
[4/22/23 05:37PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:00PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 06:10PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:18PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 06:31PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 07:09PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 07:22PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:28PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 09:09PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 09:15PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 11:12PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 11:46PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:11AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:26AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 01:00AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 01:14AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 10:20PM] Player received drop: x1 Black Goku Body, id: 14446, amount: 1, from: Black Goku	
