[4/17/23 12:55PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/18/23 09:25AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/18/23 10:01AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/18/23 10:50AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/18/23 01:04PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/18/23 04:14PM] Player received drop: x1 Obsidian Crossbow Off-Hand, id: 23067, amount: 1, from: Asmodeus	
[4/18/23 04:43PM] Player received drop: x1 Onyx Legs, id: 20095, amount: 1, from: Onyx Griffin	
[4/18/23 04:45PM] Player received drop: x1 Onyx Helm, id: 20427, amount: 1, from: Onyx Griffin	
[4/18/23 06:20PM] Player received drop: x1 Virtuos Boots, id: 14303, amount: 1, from: Virtuoso	
[4/18/23 07:28PM] Player received drop: x1 White Body, id: 22165, amount: 1, from: White Beard	
[4/18/23 07:32PM] Player received drop: x1 White Helm, id: 22163, amount: 1, from: White Beard	
[4/18/23 07:59PM] Player received drop: x1 Soldier Helm, id: 23075, amount: 1, from: Panther	
[4/18/23 08:01PM] Player received drop: x1 Soldier Legs, id: 23077, amount: 1, from: Panther	
[4/18/23 08:03PM] Player received drop: x1 Soldier Sword, id: 23079, amount: 1, from: Panther	
[4/18/23 08:55PM] Player received drop: x1 Evil Scythe, id: 22133, amount: 1, from: Calamity	
[4/18/23 09:19PM] Player received drop: x1 Miner chestplate (rune), id: 20586, amount: 1, from: Slender Man	
[4/18/23 10:07PM] Player received drop: x1 Scylla Gloves, id: 14367, amount: 1, from: Scylla	
[4/18/23 11:17PM] Player received drop: x1 Exode Cape, id: 5594, amount: 1, from: Exoden	
[4/18/23 11:33PM] Player received drop: x1 Warrior chestplate (iron), id: 20602, amount: 1, from: Janemba	
[4/18/23 11:46PM] Player received drop: x1 Warrior chestplate (iron), id: 20602, amount: 1, from: Janemba	
[4/19/23 08:23AM] Player received drop: x1 Frieza Legs, id: 11765, amount: 1, from: Frieza	
[4/19/23 08:47AM] Player received drop: x1 Warlock prayer scroll, id: 23167, amount: 1, from: Final Boss Veigar	
[4/19/23 09:46AM] Player received drop: x1 Perfect Cell Apparatus, id: 7545, amount: 1, from: Perfect Cell	
[4/19/23 09:49AM] Player received drop: x1 Super Buu Legs, id: 9480, amount: 1, from: Super Buu	
[4/19/23 11:39AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
