[4/19/23 04:16PM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/19/23 06:54PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 07:08PM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/20/23 02:05AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/20/23 10:21PM] Player received drop: x1 Lili Helm, id: 22136, amount: 1, from: Lilinryss	
[4/20/23 10:27PM] Player received drop: x1 Lili Helm, id: 22136, amount: 1, from: Lilinryss	
[4/20/23 10:31PM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/20/23 10:48PM] Player received drop: x1 Adamant platebody (h4), id: 19491, amount: 1, from: Varthramoth	
[4/20/23 10:59PM] Player received drop: x1 Varth Boots, id: 22149, amount: 1, from: Varthramoth	
[4/21/23 12:45AM] Player received drop: x1 Drop rate scroll, id: 23174, amount: 1, from: Vote Boss	
[4/21/23 07:22AM] Player received drop: x1 Agumon Body, id: 22153, amount: 1, from: Agumon	
[4/21/23 08:31AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/21/23 05:24PM] Player received drop: x1 Soldier Helm, id: 23075, amount: 1, from: Panther	
[4/22/23 08:35AM] Player received drop: x1 X1.5 Damage Perk, id: 4442, amount: 1, from: Golden Great Ape	
[4/22/23 09:19AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 07:10PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 08:10PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/22/23 08:58PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/22/23 09:05PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 09:10PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 09:20PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/22/23 09:24PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/23/23 01:46AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 02:12AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 09:12AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 09:31AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 09:43AM] Player received drop: x2 1% DR & Double Drop Ticket, id: 21816, amount: 2, from: Vote Boss	
[4/23/23 10:06AM] Player received drop: x1 Scylla Helm, id: 14369, amount: 1, from: Scylla	
[4/23/23 10:46AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 11:17AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 11:18AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 11:22AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 11:44AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 11:54AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:10PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:19PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:22PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
<<<<<<< Updated upstream
[4/26/23 01:38AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
=======
[4/23/23 01:03PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 01:05PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 01:06PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 01:10PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 01:12PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 01:13PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 01:13PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 06:46PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 06:56PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 06:57PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
