[4/20/23 04:59AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/20/23 06:43AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/20/23 06:55AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/20/23 10:11AM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/21/23 01:28AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/25/23 10:23AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/25/23 10:24AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/25/23 10:25AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/25/23 10:25AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/25/23 12:24PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 12:26PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/25/23 12:27PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/25/23 12:27PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/25/23 12:28PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 12:29PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/25/23 12:30PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 12:31PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 12:40PM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/25/23 12:41PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/25/23 01:55PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/25/23 02:09PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/25/23 02:09PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/25/23 02:21PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/25/23 02:40PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 02:42PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/25/23 02:47PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 02:56PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 03:11PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/25/23 03:23PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/25/23 03:25PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/25/23 03:28PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/25/23 03:29PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 03:29PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/25/23 03:30PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 03:39PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/25/23 03:41PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 03:41PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 03:46PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 04:00PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/25/23 04:08PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 04:09PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/25/23 04:09PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 04:21PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 05:41PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 05:42PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 05:49PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 05:50PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 05:54PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 05:56PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 05:57PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/25/23 05:58PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 05:58PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 06:04PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 06:04PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 06:04PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 06:04PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/25/23 06:10PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 06:17PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 06:19PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 06:30PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 06:35PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 06:36PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 06:38PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 06:38PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 06:54PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
