[4/17/23 08:49AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/17/23 01:22PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 01:34PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/17/23 01:43PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/17/23 01:48PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/18/23 08:53AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/18/23 09:18AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/18/23 09:40AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/18/23 11:55AM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/19/23 11:36AM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/19/23 03:16PM] Player received drop: x1 Demon Bow, id: 22134, amount: 1, from: Nine Tails	
[4/19/23 04:30PM] Player received drop: x1 Blood Helm, id: 8813, amount: 1, from: Zeidan Grimm	
[4/20/23 02:44AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/20/23 04:11AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 09:02AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 09:08AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:46AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 09:49AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:53AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:05AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 10:27AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 10:45AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:48AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 12:49PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 12:53PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 12:56PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 11:14PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 11:53PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 11:54PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 11:55PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/22/23 12:08AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/22/23 12:27AM] Player received drop: x1 Agumon Aura, id: 22160, amount: 1, from: Agumon	
[4/22/23 02:00AM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/22/23 02:08AM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/22/23 03:01AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/22/23 03:07AM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/22/23 03:09AM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/22/23 03:16AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/22/23 03:18AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/22/23 03:20AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/22/23 03:20AM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/22/23 03:25AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/22/23 03:30AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/22/23 03:31AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/22/23 03:32AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/22/23 03:39AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/22/23 03:42AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/22/23 03:43AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/22/23 03:43AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/22/23 03:47AM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/22/23 03:47AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/22/23 03:48AM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/22/23 03:48AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/22/23 03:49AM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/22/23 03:51AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/22/23 04:02AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/22/23 04:04AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/22/23 04:10AM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/22/23 04:16AM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/22/23 04:20AM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/22/23 04:24AM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/22/23 04:25AM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/22/23 04:25AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/22/23 04:32AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/22/23 04:41AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/22/23 05:02AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
