[4/21/23 07:27AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 07:30AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/21/23 07:43AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 07:55AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/21/23 01:26PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/21/23 06:14PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/21/23 06:27PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 06:29PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 06:41PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 06:57PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/21/23 07:04PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/22/23 07:30AM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/22/23 07:46AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/23/23 09:06AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/26/23 07:02AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/26/23 08:01AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/26/23 08:55AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/26/23 10:24AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/26/23 10:32AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/26/23 10:36AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/26/23 11:01AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/26/23 11:43AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/26/23 11:58AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/26/23 12:42PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
