[4/16/23 12:58AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/16/23 01:05AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 01:08AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/16/23 01:11AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/16/23 01:42AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 02:11AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 02:44AM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/16/23 02:48AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/16/23 05:05AM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/16/23 05:23AM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/16/23 05:37AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/16/23 05:47AM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/16/23 05:58AM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/16/23 05:59AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 06:08AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 06:22AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 01:45PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/16/23 01:46PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/16/23 01:49PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/16/23 01:50PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/16/23 02:00PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/16/23 02:11PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/16/23 02:13PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/16/23 02:15PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/16/23 02:16PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/16/23 02:17PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/16/23 02:36PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/16/23 02:55PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 02:55PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/16/23 02:56PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 11:57PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 11:57PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 11:57PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 11:58PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 12:09AM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/17/23 12:12AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 12:15AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 12:15AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/17/23 12:17AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/17/23 12:20AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/17/23 12:24AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/17/23 12:26AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/17/23 12:27AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/17/23 12:35AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/17/23 12:35AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/17/23 12:35AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/17/23 12:40AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/17/23 12:42AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/19/23 12:19AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 12:21AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 12:22AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/19/23 12:22AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
