[4/15/23 01:46PM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/15/23 02:01PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/15/23 02:06PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/15/23 03:39PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/15/23 03:42PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/15/23 03:55PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/15/23 04:00PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/15/23 04:19PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/15/23 04:58PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/15/23 06:07PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/15/23 06:22PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/15/23 07:17PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 06:34AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/16/23 06:40AM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/16/23 07:33AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/16/23 07:59AM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/16/23 08:02AM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/16/23 08:26AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/16/23 08:39AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/16/23 09:05AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/16/23 09:20AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/16/23 10:02AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/16/23 02:06PM] Player received drop: x1 Obsidian Legs, id: 23063, amount: 1, from: Asmodeus	
[4/16/23 02:26PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/16/23 02:35PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/16/23 02:41PM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/16/23 03:08PM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
[4/16/23 03:08PM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
